"","SPECIES","YEAR","REGION","DISTRICT","TOTAL_AREA","CATEGORY","ABUNDANCE","ABUNDANCE_CV","ABUNDANCE_CI","BIOMASS_MT","BIOMASS_MT_CV","BIOMASS_MT_CI","BIOMASS_LBS","BIOMASS_LBS_CV","BIOMASS_LBS_CI"
"1","TANNER",1980,"EBS","E166",48120,"immature_female",15562706.2435259,0.243699358536727,7433538.19613985,1320.86507853409,0.262627960796447,679.916360042786,2912009.03254634,0.262627960796447,1498958.98831542
"2","TANNER",1980,"EBS","E166",48120,"large_male",50406610.9651942,0.30956847047743,30584423.0185542,40546.4601231913,0.317933071980597,25266.4788248138,89389643.2234779,0.317933071980597,55703050.7916481
"3","TANNER",1980,"EBS","E166",48120,"mature_female",50512251.3581126,0.381265243671435,37746789.0119894,11561.8418284328,0.376921310591606,8541.49296665841,25489498.0452005,0.376921310591606,18830768.6186576
"4","TANNER",1980,"EBS","E166",48120,"small_male",40450789.3225052,0.330930057099703,26237308.7596404,8432.79420947283,0.394447409065639,6519.53590113615,18591128.8795994,0.394447409065639,14373116.3316002
"5","TANNER",1980,"EBS","W166",80601,"immature_female",159215724.834699,0.244658847539356,76348930.0664731,12198.782718913,0.251529665732349,6013.97724967428,26893712.3411337,0.251529665732349,13258550.2919159
"6","TANNER",1980,"EBS","W166",80601,"large_male",79975635.8820108,0.21085669704228,33052260.9148362,39037.6374420136,0.223471330035469,17098.633810794,86063258.608195,0.223471330035469,37696034.9019853
"7","TANNER",1980,"EBS","W166",80601,"mature_female",380364298.729617,0.348189138519434,259579886.2965,52221.3929969805,0.326212101521592,33389.0906937028,115128464.3456,0.326212101521592,73610344.6662984
"8","TANNER",1980,"EBS","W166",80601,"small_male",476278030.722882,0.211213310001741,197168668.326178,64467.0165655809,0.187725840355129,23720.1647255249,142125443.083581,0.187725840355129,52294011.7478722
"9","TANNER",1981,"EBS","E166",41704,"immature_female",16130748.2412864,0.372632154190432,11781237.5130739,893.421681099905,0.311982711568032,546.314952540707,1969657.64900304,0.311982711568032,1204418.3030255
"10","TANNER",1981,"EBS","E166",41704,"large_male",26168380.42957,0.220062094974616,11286990.4940709,18721.9912680124,0.218135228679532,8004.49465930482,41274925.4755158,0.218135228679532,17646890.0023713
"11","TANNER",1981,"EBS","E166",41704,"mature_female",35145574.8342327,0.29594651226614,20386372.1758084,7683.72232970559,0.282108563614496,4248.58198450591,16939708.0680737,0.282108563614496,9366519.953821
"12","TANNER",1981,"EBS","E166",41704,"small_male",29227112.8764807,0.281395420203079,16119776.3900322,4668.38629850499,0.22877375172945,2093.28832614143,10292030.0412131,0.22877375172945,4614910.79786342
"13","TANNER",1981,"EBS","W166",77393,"immature_female",10276214.8912561,0.21837735853226,4398421.62077827,631.354255927907,0.249566433686787,308.82706688801,1391897.87501918,0.249566433686787,680847.137900519
"14","TANNER",1981,"EBS","W166",77393,"large_male",56843491.5758485,0.15036556339436,16752715.1267658,26776.9519321651,0.15299182560257,8029.44332994146,59033073.9738091,0.15299182560257,17701892.4060419
"15","TANNER",1981,"EBS","W166",77393,"mature_female",268673317.635173,0.324034977121523,170636722.57283,34893.4338532216,0.301014262920913,20586.70569333,76926853.6267972,0.301014262920913,45385917.0808588
"16","TANNER",1981,"EBS","W166",77393,"small_male",156059733.026434,0.202835600815891,62042760.6347052,29762.5766373503,0.197392078148376,11514.7978328539,65615249.739211,0.197392078148376,25385783.7883252
"17","TANNER",1982,"EBS","E166",48120,"immature_female",14697910.048633,0.250243509660126,7208990.92666793,1310.35612658723,0.343478447492651,882.15501252442,2888840.75935237,0.34347844749265,1944818.89658865
"18","TANNER",1982,"EBS","E166",48120,"large_male",16285911.6972029,0.189091231742819,6035865.28164261,11083.7744892855,0.181101975899821,3934.29518245774,24435539.9745493,0.181101975899821,8673636.16027708
"19","TANNER",1982,"EBS","E166",48120,"mature_female",31152483.6276191,0.272206853725623,16620642.3258658,6796.60344466906,0.2630987133568,3504.82813811809,14983945.7058529,0.2630987133568,7726823.39898735
"20","TANNER",1982,"EBS","E166",48120,"small_male",28247888.669693,0.172320851960956,9540692.47365309,5517.73469481765,0.196637569050425,2126.58811662609,12164522.729555,0.196637569050425,4688324.26926872
"21","TANNER",1982,"EBS","W166",84210,"immature_female",15489512.2446292,0.228679697126959,6942588.45874241,409.909395545717,0.265805293878608,213.553931199399,903695.526328456,0.265805293878608,470805.827706937
"22","TANNER",1982,"EBS","W166",84210,"large_male",71282981.7511311,0.187124077059746,26143973.8536844,34519.718833505,0.18842514243255,12748.5905583521,76102953.0402052,0.18842514243255,28105831.141631
"23","TANNER",1982,"EBS","W166",84210,"mature_female",433080568.715339,0.31304715359881,265726293.05797,57346.8776757699,0.287038694386237,32263.1148745533,126428223.816398,0.287038694386237,71127992.9037468
"24","TANNER",1982,"EBS","W166",84210,"small_male",74263771.6054415,0.180817448512474,26319243.9692738,14735.1521868487,0.196369572785839,5671.32965813698,32485449.8475115,0.196369572785839,12503141.6602908
"25","TANNER",1983,"EBS","E166",48120,"immature_female",30181302.0369445,0.269796900117252,15959930.5928974,912.852336466758,0.292712925170237,523.719208205114,2012494.91138215,0.292712925170237,1154603.21390574
"26","TANNER",1983,"EBS","E166",48120,"large_male",15244735.1629708,0.236427824620941,7064387.96014698,10047.1855994448,0.239080040942473,4708.0798271649,22150252.6584495,0.239080040942473,10379539.2924377
