"","SPECIES","YEAR","REGION","DISTRICT","TOTAL_AREA","CATEGORY","ABUNDANCE","ABUNDANCE_CV","ABUNDANCE_CI","BIOMASS_MT","BIOMASS_MT_CV","BIOMASS_MT_CI","BIOMASS_LBS","BIOMASS_LBS_CV","BIOMASS_LBS_CI"
"1","SNOW",1980,"EBS","ALL",128721,"large_male",194807158.638609,0.170334515031588,65037470.4671224,99240.1465592211,0.159049132908569,30936.7561495283,218787072.100049,0.159049132908569,68203872.4538701
"2","SNOW",1980,"EBS","ALL",128721,"small_male",2567047139.1416,0.155350090644578,781630371.27892,236813.969211257,0.148591839969294,68969.7018944436,522085433.692942,0.148591839969294,152052165.018659
"3","SNOW",1981,"EBS","ALL",119097,"large_male",79791045.8583138,0.112949515489877,17664225.5414492,38042.2235161611,0.108116127785507,8061.43668187942,83868746.5491571,0.108116127785507,17772425.6734731
"4","SNOW",1981,"EBS","ALL",119097,"small_male",1575406457.96069,0.169656040154136,523863353.730094,166540.095432307,0.129263709346473,42194.0773613716,367158061.834923,0.129263709346473,93022017.4589181
"5","SNOW",1982,"EBS","ALL",132330,"large_male",145270336.922022,0.154356876163389,43950011.7967133,65863.5217597976,0.150510984061397,19429.8396086801,145204210.02628,0.150510984061397,42835463.94019
"6","SNOW",1982,"EBS","ALL",132330,"small_male",1778983434.91188,0.129501623287151,451547235.539198,250474.588851594,0.123560144673912,60659.4058138575,552201944.780502,0.123560144673912,133731098.285137
"7","SNOW",1983,"EBS","ALL",131528,"large_male",150305795.451205,0.139824996886148,41192354.466632,68047.3199027656,0.138467083496947,18467.7352963706,150018660.813819,0.138467083496947,40714387.0086943
"8","SNOW",1983,"EBS","ALL",131528,"small_male",1485994316.54838,0.183256227928593,533742717.821006,184837.066899496,0.117913607815355,42717.8186156102,407495979.042809,0.117913607815355,94176669.2760082
"9","SNOW",1984,"EBS","ALL",132330,"large_male",237627512.828256,0.134765264180498,62766911.7039951,119971.069361754,0.138396266787166,32542.9543193765,264490933.482314,0.138396266787166,71744933.2742895
"10","SNOW",1984,"EBS","ALL",132330,"small_male",1223644321.68996,0.226060907183715,542171565.045613,119438.227102463,0.127778332089128,29912.770195797,263316217.383604,0.127778332089128,65946369.8558186
"11","SNOW",1985,"EBS","ALL",131528,"large_male",105898640.197471,0.112462124981716,23342788.7741924,55690.9541831477,0.112000670647549,12225.3514663284,122777537.424512,0.112000670647549,26952286.4027199
"12","SNOW",1985,"EBS","ALL",131528,"small_male",444588146.195009,0.155709779380776,135684375.432293,44214.2591540223,0.126897130738726,10996.8987437924,97475755.9392429,0.126897130738726,24244011.7407454
"13","SNOW",1986,"EBS","ALL",131528,"large_male",110574369.91626,0.124758583978488,27038399.5575297,58724.9808111483,0.125577424231318,14454.0823834632,129466421.163894,0.125577424231318,31865797.0006493
"14","SNOW",1986,"EBS","ALL",131528,"small_male",1143066051.31426,0.22308076329606,499792252.560997,83407.6790385544,0.146087458005368,23882.2389853852,183882456.044301,0.146087458005368,52651324.3275795
"15","SNOW",1987,"EBS","ALL",135137,"large_male",215722534.807808,0.115526419620663,48846438.0725663,107535.846557068,0.113400207084135,23901.391046337,237075959.979373,0.113400207084135,52693547.394409
"16","SNOW",1987,"EBS","ALL",135137,"small_male",3758580280.97656,0.190524619416468,1403560072.05542,266341.668846059,0.119324975671245,62291.1777843779,587182868.278984,0.119324975671245,137328539.685045
"17","SNOW",1988,"EBS","ALL",140350,"large_male",276915042.506261,0.174579444327118,94753601.5232639,144135.260701144,0.191117192651252,53991.5837190275,317763856.347815,0.191117192651252,119031066.856411
"18","SNOW",1988,"EBS","ALL",140350,"small_male",3677862138.04724,0.137575953805696,991731367.551105,331332.276218421,0.119281100891912,77462.4901899782,730462631.499786,0.119281100891912,170775558.217567
